ACCIDENT_YEAR,ACCIDENT_MONTH,ACCIDENT_DAY,ACCIDENT_HOUR,ACCIDENT_WEEKDAY,ACCIDENTLOCATION,IMPACTLOCATION,INITIALIMPACTTYPE,LIGHT,ROADJURISDICTION,TRAFFICCONTROL,TRAFFICCONTROLCONDITION,THRULANENO,NORTHBOUNDDISOBEYCOUNT,SOUTHBOUNDDISOBEYCOUNT,PEDESTRIANINVOLVED,CYCLISTINVOLVED,MOTORCYCLISTINVOLVED,ENVIRONMENTCONDITION1,injury
2015,2,12,2,Thursday,Intersection related,Not on roadway - right side,SMV other,"Dark, artificial",Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Snow,0
2015,2,12,7,Thursday,At/near private drive,Thru lane,Other,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,2,12,9,Thursday,At intersection,Within intersection,Turning movement,Daylight,Regional municipality,Stop sign,Functioning,0,0,0,False,False,False,Clear,0
2015,2,12,8,Thursday,At/near private drive,Thru lane,SMV unattended vehicle,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,2,12,7,Thursday,Non intersection,Thru lane,Sideswipe,Daylight,Regional municipality,No control,unknown,0,0,0,False,False,False,Clear,0
2015,2,12,14,Thursday,At/near private drive,Thru lane,Turning movement,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,1
2015,2,12,8,Thursday,Non intersection,Thru lane,Rear end,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,2,12,22,Thursday,Non intersection,Thru lane,SMV unattended vehicle,"Dark, artificial",Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,2,12,23,Thursday,At intersection,Within intersection,Angle,"Dark, artificial",Regional municipality,Traffic signal,Functioning,0,0,0,False,False,False,Clear,1
2015,2,13,8,Friday,Intersection related,Thru lane,Rear end,Daylight,Regional municipality,Traffic signal,Functioning,0,0,0,False,False,False,Clear,0
2015,2,13,8,Friday,Non intersection,Thru lane,SMV unattended vehicle,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,2,13,13,Friday,At/near private drive,Thru lane,Turning movement,Daylight,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Clear,1
2015,2,13,16,Friday,At intersection,Within intersection,Rear end,Daylight,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Clear,0
2015,2,13,14,Friday,Intersection related,Within intersection,Turning movement,Daylight,Regional municipality,Stop sign,Functioning,0,0,0,False,False,False,Clear,0
2015,2,13,17,Friday,Non intersection,Thru lane,Approaching,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,2,13,16,Friday,Intersection related,Thru lane,Rear end,Daylight,Regional municipality,Traffic signal,Functioning,0,0,0,False,False,False,Clear,1
2015,2,13,16,Friday,Non intersection,Thru lane,Approaching,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,2,13,20,Friday,At intersection,Within intersection,Turning movement,"Dark, artificial",Municipal (excl. Twp. Rd.),Traffic signal,Functioning,0,0,0,False,False,False,Snow,1
2015,2,13,22,Friday,At intersection,Within intersection,Angle,"Dark, artificial",Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Snow,0
2015,2,13,18,Friday,At/near private drive,Thru lane,Turning movement,Dusk,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Snow,0
2015,2,14,20,Saturday,Non intersection,Thru lane,Rear end,Dark,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,2,15,17,Sunday,At/near private drive,Thru lane,Turning movement,Daylight,Regional municipality,No control,unknown,0,0,0,False,False,False,Clear,0
2015,2,16,7,Monday,At/near private drive,Thru lane,Angle,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,2,15,16,Sunday,At/near private drive,Left turn lane,Sideswipe,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,2,15,15,Sunday,Non intersection,Thru lane,Sideswipe,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,1
2015,2,17,9,Tuesday,At intersection,Within intersection,SMV other,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,2,17,6,Tuesday,At/near private drive,Thru lane,Turning movement,Dark,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,2,17,14,Tuesday,Non intersection,Thru lane,SMV unattended vehicle,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,2,17,15,Tuesday,At/near private drive,Thru lane,Turning movement,Daylight,Regional municipality,No control,unknown,0,0,0,False,False,False,Clear,1
2015,2,17,15,Tuesday,Non intersection,Thru lane,Angle,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,2,17,17,Tuesday,At intersection,Within intersection,SMV other,Daylight,Regional municipality,Stop sign,Functioning,0,0,0,True,False,False,Clear,1
2015,2,18,8,Wednesday,At/near private drive,Thru lane,SMV unattended vehicle,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,2,18,8,Wednesday,At/near private drive,Thru lane,Other,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,2,18,8,Wednesday,Non intersection,Right shoulder,SMV unattended vehicle,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,2,18,16,Wednesday,At/near private drive,Left shoulder,SMV unattended vehicle,Daylight,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Snow,0
2015,2,18,16,Wednesday,Non intersection,Thru lane,Approaching,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Snow,0
2015,2,19,3,Thursday,At/near private drive,Right shoulder,SMV other,Dark,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Snow,0
2015,2,19,10,Thursday,Non intersection,Thru lane,Sideswipe,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,2,19,8,Thursday,Intersection related,Thru lane,Rear end,Daylight,Regional municipality,Traffic signal,Functioning,0,0,0,False,False,False,Other,0
2015,2,19,16,Thursday,At/near private drive,Thru lane,Turning movement,Daylight,Regional municipality,No control,unknown,0,0,0,False,False,False,Snow,0
2015,2,19,16,Thursday,At intersection,Within intersection,Turning movement,Daylight,Municipal (excl. Twp. Rd.),Traffic signal,Functioning,0,0,1,False,False,False,Clear,0
2015,2,19,16,Thursday,Other,Off highway,Angle,Daylight,Private property,No control,unknown,0,0,0,False,False,False,Snow,0
2015,2,20,9,Friday,At/near private drive,Right turn lane,Turning movement,Daylight,Municipal (excl. Twp. Rd.),Traffic signal,Functioning,0,0,0,False,False,False,Clear,1
2015,2,20,11,Friday,At/near private drive,Thru lane,Turning movement,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,2,20,15,Friday,At intersection,Within intersection,Turning movement,Daylight,Regional municipality,Stop sign,Functioning,0,0,0,False,False,False,Clear,0
2015,2,20,18,Friday,At intersection,Within intersection,Turning movement,Daylight,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Clear,0
2015,2,21,0,Saturday,Non intersection,Right shoulder,SMV unattended vehicle,Dark,Regional municipality,No control,unknown,0,0,0,False,False,False,Clear,0
2015,2,21,10,Saturday,Non intersection,Thru lane,SMV unattended vehicle,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Snow,0
2015,2,21,11,Saturday,At intersection,Within intersection,Turning movement,Daylight,Municipal (excl. Twp. Rd.),Traffic signal,Functioning,0,0,0,False,False,False,Snow,0
2015,2,21,12,Saturday,Non intersection,Thru lane,Approaching,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Snow,0
2015,2,21,13,Saturday,At intersection,Within intersection,Angle,Daylight,Municipal (excl. Twp. Rd.),Traffic signal,Functioning,0,0,0,False,False,False,Clear,0
2015,2,21,16,Saturday,Non intersection,Thru lane,Approaching,Daylight,Regional municipality,No control,unknown,0,0,0,False,False,False,Snow,0
2015,2,21,13,Saturday,At/near private drive,Thru lane,Angle,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Snow,0
2015,2,23,8,Monday,At/near private drive,Thru lane,Turning movement,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,1
2015,2,23,9,Monday,Non intersection,Thru lane,SMV other,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,2,21,18,Saturday,At/near private drive,Thru lane,SMV unattended vehicle,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,2,23,17,Monday,At/near private drive,Thru lane,Other,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,2,24,8,Tuesday,At intersection,Within intersection,Angle,Daylight,Regional municipality,Yield sign,Functioning,0,0,0,False,False,False,Clear,0
2015,2,24,11,Tuesday,At/near private drive,Thru lane,Turning movement,Daylight,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Clear,0
2015,2,24,14,Tuesday,At intersection,Within intersection,Turning movement,Daylight,Regional municipality,Yield sign,Functioning,0,0,1,False,False,False,Clear,0
2015,2,24,16,Tuesday,At intersection,Within intersection,Turning movement,Daylight,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Snow,0
2015,2,24,17,Tuesday,At/near private drive,Off highway,SMV other,Dark,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Snow,0
2015,2,25,7,Wednesday,At intersection,Within intersection,Angle,Daylight,Regional municipality,Traffic signal,Functioning,0,0,0,False,False,False,Clear,0
2015,2,25,9,Wednesday,At/near private drive,Thru lane,Turning movement,Daylight,Regional municipality,Stop sign,Functioning,0,0,0,False,False,False,Clear,0
2015,2,25,8,Wednesday,Intersection related,Thru lane,Rear end,Daylight,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Clear,0
2015,2,25,12,Wednesday,At intersection,Within intersection,Angle,Daylight,Regional municipality,Stop sign,Functioning,0,0,0,False,False,False,Clear,0
2015,2,25,16,Wednesday,At intersection,Within intersection,Angle,Daylight,Municipal (excl. Twp. Rd.),Traffic signal,Functioning,0,1,0,False,False,False,Clear,0
2015,2,25,11,Wednesday,Non intersection,Thru lane,SMV unattended vehicle,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,2,25,17,Wednesday,At/near private drive,Thru lane,SMV other,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,2,25,16,Wednesday,At/near private drive,Thru lane,SMV unattended vehicle,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,2,26,9,Thursday,Non intersection,Thru lane,Angle,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,2,26,12,Thursday,Non intersection,Thru lane,Other,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,2,26,13,Thursday,At intersection,Within intersection,Turning movement,Daylight,Municipal (excl. Twp. Rd.),Traffic signal,Functioning,0,0,0,False,False,False,Clear,0
2015,2,26,7,Thursday,At intersection,Within intersection,Turning movement,Daylight,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Clear,0
2015,2,21,13,Saturday,Intersection related,Thru lane,Rear end,Daylight,Municipal (excl. Twp. Rd.),Traffic signal,Functioning,0,0,0,False,False,False,Snow,1
2015,2,26,23,Thursday,Non intersection,Thru lane,SMV unattended vehicle,"Dark, artificial",Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,2,27,2,Friday,Non intersection,Not on roadway - right side,SMV other,Dark,Regional municipality,No control,unknown,0,0,0,False,False,False,Clear,0
2015,2,27,7,Friday,At/near private drive,Thru lane,SMV unattended vehicle,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,2,27,7,Friday,At/near private drive,Thru lane,Turning movement,Daylight,Regional municipality,No control,unknown,0,0,0,False,False,False,Clear,1
2015,2,27,8,Friday,At intersection,Within intersection,Angle,Daylight,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Clear,0
2015,2,26,14,Thursday,At/near private drive,Thru lane,Other,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,2,27,16,Friday,At intersection,Within intersection,Angle,Daylight,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Clear,1
2015,2,27,16,Friday,At intersection,Within intersection,Turning movement,Daylight,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Clear,0
2015,2,27,23,Friday,Non intersection,Thru lane,SMV unattended vehicle,"Dark, artificial",Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,2,28,12,Saturday,Non intersection,Thru lane,Rear end,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,2,28,15,Saturday,Non intersection,Thru lane,Sideswipe,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,3,1,2,Sunday,Non intersection,Not on roadway - left side,SMV other,Dark,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,3,1,14,Sunday,At intersection,Within intersection,Angle,Daylight,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Clear,0
2015,3,1,14,Sunday,At/near private drive,Right shoulder,SMV unattended vehicle,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,2,28,13,Saturday,At/near private drive,Thru lane,SMV unattended vehicle,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,3,2,11,Monday,Intersection related,Thru lane,SMV unattended vehicle,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Snow,0
2015,3,2,21,Monday,At intersection,Within intersection,Angle,"Dark, artificial",Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Clear,0
2015,3,3,8,Tuesday,Intersection related,Thru lane,Turning movement,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Rain,0
2015,3,3,12,Tuesday,At intersection,Within intersection,Angle,Daylight,Municipal (excl. Twp. Rd.),Traffic signal,Functioning,0,0,0,False,False,False,Snow,0
2015,3,3,12,Tuesday,At intersection,Within intersection,Turning movement,Daylight,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Snow,1
2015,3,3,12,Tuesday,At/near private drive,Left turn lane,Turning movement,Daylight,Municipal (excl. Twp. Rd.),Traffic signal,Functioning,0,0,0,False,False,False,Snow,1
2015,3,3,15,Tuesday,Non intersection,Thru lane,Sideswipe,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Snow,0
2015,3,3,18,Tuesday,At intersection,Within intersection,Turning movement,"Dark, artificial",Regional municipality,Stop sign,Functioning,0,0,0,False,False,False,Snow,1
2015,3,2,22,Monday,Non intersection,Not on roadway - right side,SMV unattended vehicle,"Dark, artificial",Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,3,2,19,Monday,Non intersection,Thru lane,SMV unattended vehicle,Dark,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,3,3,20,Tuesday,At/near private drive,Thru lane,Turning movement,Dark,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Freezing Rain,1
2015,3,3,18,Tuesday,At intersection,Within intersection,Turning movement,Daylight,Regional municipality,Traffic signal,Functioning,0,0,1,False,False,False,Snow,0
2015,3,4,9,Wednesday,At/near private drive,Thru lane,Other,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Snow,1
2015,3,3,16,Tuesday,Non intersection,Thru lane,SMV unattended vehicle,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Freezing Rain,0
2015,3,3,14,Tuesday,At/near private drive,Thru lane,Other,Daylight,Regional municipality,No control,unknown,0,0,0,False,False,False,Freezing Rain,0
2015,3,4,15,Wednesday,At intersection,Within intersection,Angle,Daylight,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Clear,0
2015,2,15,19,Sunday,At/near private drive,Thru lane,SMV unattended vehicle,"Dark, artificial",Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,3,4,15,Wednesday,At/near private drive,Thru lane,Angle,Daylight,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Clear,0
2015,3,4,22,Wednesday,At/near private drive,Thru lane,SMV unattended vehicle,Dark,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,3,5,13,Thursday,At intersection,Within intersection,Angle,Daylight,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Clear,1
2015,3,5,16,Thursday,At/near private drive,Left turn lane,Turning movement,Daylight,Regional municipality,No control,unknown,0,0,0,False,False,False,Clear,0
2015,3,5,21,Thursday,At/near private drive,Thru lane,SMV unattended vehicle,"Dark, artificial",Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,3,5,9,Thursday,At/near private drive,Thru lane,Other,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,3,6,8,Friday,At/near private drive,Thru lane,Angle,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,3,5,15,Thursday,At/near private drive,Thru lane,SMV unattended vehicle,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,3,6,11,Friday,Non intersection,Thru lane,SMV unattended vehicle,Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,0
2015,3,6,23,Friday,Non intersection,Right shoulder,SMV unattended vehicle,Dark,Regional municipality,No control,unknown,0,0,0,True,False,False,Clear,1
2015,3,6,23,Friday,Non intersection,Thru lane,Sideswipe,"Dark, artificial",Regional municipality,No control,unknown,0,0,0,False,False,False,Clear,0
